title,time,fake or real,topic
هذا المقطع الذي يصور انهيارا جليديا تمثيليٌّ ومقتبس من الفيلم السويدي “القوة القاهرة”,11 يوليو 2021,fake,إنترنت
صورة هذا الشاطئ لا تعود لولاية سكيكدة الجزائرية بل جزيرة سردينيا الإيطالية,10 يوليو 2021,fake,رئيس
هذه الصورة تعود إلى حرائق سوريا عام 2020 وليس لها علاقة بحرائق الجزائر الأخيرة,10 يوليو 2021,fake,انتخابات
هذه الصورة عبارة عن تصميم فني وليست صورة لمطار الكويت,9 يوليو 2021,fake,قانون
هذا المقطع يعود إلى الروبوت الترفيهي “تيتان”وليس حارس شخصي لملك البحرين,8 يوليو 2021,fake,تنس
صورة حاوية القمامة هذه تعود إلى المغرب وليس الجزائر,7 يوليو 2021,fake,انتخابات
لم تحتفل دبي بمرور 41 سنة على عدم انقطاع الكهرباء,5 يوليو 2021,fake,تنس
هذه الصورة لمقتدى الصدر في مكتب وزير الكهرباء العراقي مفبركة وغير حقيقية,4 يوليو 2021,fake,تنس
هذه الصورة قديمة وتعود إلى حادث تصادم شاحنات في المغرب وليس في تونس,4 يوليو 2021,fake,كرة القدم
هذه الإحصائية زائفة، وتقرير الأمم المتحدة يبيّن أن عدد الذكور في العالم يفوق عدد الإناث,3 يوليو 2021,fake,تصويت
هذه الصورة المتداولة مفبركة وقديمة، وبرج إيفل لم يُضأ بألوان علم سويسرا,3 يوليو 2021,fake,تحديث
هذه الصورة قديمة ونشرت على الأقل منذ عام 2020 وليست حديثة في القيروان,1 يوليو 2021,fake,لعبة
هذه القصة حول صداقة سمكة قرش لصياد أسترالي لا أساس لها من الصحة,29 يونيو 2021,fake,انتخابات
هذه الصور تُظهر قطا في إنجلترا وليس ليبيا وعمره لا يبلغ 19 أو 39 عاما بل هو مصاب بمرض وراثي نادر,29 يونيو 2021,fake,مباراة
الظاهر في الصورة هو قوس النصر أحد معالم مدينة باريس وليس مدينة روما,28 يونيو 2021,fake,كرة القدم
صورة الملاكم مايك تايسون وهو يرتدي قميص ضد التطعيم مفبركة,28 يونيو 2021,fake,رياضة
هذه صورة الممثلة الأمريكية آرييل وينتر، وليست وزيرة الكهرباء في النرويج,28 يونيو 2021,fake,رياضة
خبر هروب آلاف البعوض الملقح بالفياغرا غير صحيح ومصدره ساخر,28 يونيو 2021,fake,لعبة
هذه الصورة مقتبسة من خلفية لعبة فيديو ، ولا علاقة لها بالجيش المصري,28 يونيو 2021,fake,لعبة
هذه الصورة مفبركة وليست حقيقية وتعود إلى مواقع بيع التصاميم الجاهزة,28 يونيو 2021,fake,مستشفى
هذه الصورة ليست للرئيس الإثيوبي وهو ينحني للرئيس جمال عبد الناصر,25 يونيو 2021,fake,تكنولوجيا
هذه القصة زائفة، وأول سفير فرنسي في عاصمة الكونغو الديمقراطية كينشاسا لم يتم اغتياله,24 يونيو 2021,fake,حكومة
لا صحة للخبر المتداول عن طرد قناة فرانس 24 من تونس,24 يونيو 2021,fake,صحة
هذه الصورة مفبركة وليست من حفل وداع لاعب ريال مدريد راموس,23 يونيو 2021,fake,تكنولوجيا
هذه الصورة تصميم فني بواسطة الفوتوشوب وليست صورة حقيقية لضفدع مُشعر,23 يونيو 2021,fake,رياضة
هذه الصورة قديمة وتعود إلى الكويت وليس إلى منطقة الرميلة في البصرة,23 يونيو 2021,fake,انتخابات
هذا ليس حادث سير حقيقي، إنما مشاهد تم تصميمها بتقينة ثلاثية الأبعاد,21 يونيو 2021,fake,برلمان
وضعية الدعامة ليست للتعرف على جثث الركاب عند سقوط الطائرة أو تحطمها,20 يونيو 2021,fake,تكنولوجيا
هذه الصورة تُظهر تحطم لافتة ماكدونالدز بسبب رياح قوية وليس تهجم الناس عليها,20 يونيو 2021,fake,لعبة
هذه الصورة مقتبسة من مقطع فيديو نشرته وزارة الدفاع الأذربيجانية ولا لها علاقة بمصر,20 يونيو 2021,fake,فريق
هذا المقطع قديم وهو متداول منذ فبراير 2020 على أنه يعود لاشتباكات في إدلب، ولا علاقة له بالاحداث الحالية في عفرين,20 يونيو 2021,fake,سياسي
لم ينتظر المصور ستة سنوات لالتقاط هذه الصورة للطيور المحلقة على شكل طائر عملاق,19 يونيو 2021,fake,برلمان
هذا المقطع يظهر مهاجرين من الدومينيكان وصلوا شواطئ بورتوريكو وليس إسبانيا,18 يونيو 2021,fake,تنس
هذه اللقطة مجتزأة، والرئيس التركي رجب طيب أردوغان لم يقبل يد نظيره الأمريكي جو بايدن,18 يونيو 2021,fake,ذكاء اصطناعي
مذيعة قناة الجزيرة لينا القيشاوي بصحة جيدة وخبر وفاتها زائف,17 يونيو 2021,fake,قرار
هذه الصورة مركبة ولم تُصوّر في الصين بل رُكّبت من صور ملتقطة في مدينة سان فرانسيسكو,17 يونيو 2021,fake,رئيس
سيارة أورا R1 الظاهرة في الصور سعرها ليس 25 ألف جنيه مصري بل أغلى من ذلك,17 يونيو 2021,fake,تنس
هذه الصورة تعود إلى حقائب مهاجرين غير شرعيين من المكسيك إلى الولايات المتحدة,17 يونيو 2021,fake,حكومة
هذه الصورة مأخوذة من اغنية إسبانية وليست لحظة اعدام الشاعر غارسيا لوركا,17 يونيو 2021,fake,صحة
هذه الصورة من مقابلة مع سيف الإسلام القذافي قديمة وتعود لعام 2013,16 يونيو 2021,fake,صحة
صورة اللاعب كريستيان إركسن مع مشروب الطاقة لم تُلتقط قبل مباراته الأخيرة بساعتين,16 يونيو 2021,fake,تكنولوجيا
ليست وزيرة الصحة الهولندية، هذه صورة وزيرة الأسرة الألمانية خلال فعالية نظمتها بمناسبة يوم المرأة,16 يونيو 2021,fake,لعبة
هذا المقطع يعود لتدريبات عسكرية في أمريكا وليس لمناورات الأسد الافريقي في المغرب,16 يونيو 2021,fake,رئيس
هذه الصورة ليست لنزول الجيش المغربي في المحبس بل تعود لتدريب عسكري عام 2001,16 يونيو 2021,fake,نفسي
لا يوجد حمام اسمه البجع الناقل وهذه الصور ومقاطع الفيديو هي مزحة,15 يونيو 2021,fake,رئيس
لا، لم يسجل أي انهيار في سد إليسو التركي، وادعاء وجود إعلان رسمي في الموضوع زائف,15 يونيو 2021,fake,سياسي
هذه صورة قديمة لإحراق واجهة مصرف في كسروان، ولا علاقة لها بالاحتجاجات الحالية في المدن اللبنانية,14 يونيو 2021,fake,نفسي
وحيد القرن لم ينقرض وصورة الادعاء تعود لأنثى وحيد القرن الأبيض الشمالي وهي على قيد الحياة,14 يونيو 2021,fake,رياضي
هذا المقطع يُظهر مجسما للفنان الأمريكي روب كوبسكي ، وليس ذئبا بشريا صُوّر في السعودية,14 يونيو 2021,fake,مستشفى
هذه الصور تعود إلى مطاري مسقط وجدة وليس مطار وهران الجديد في الجزائر,13 يونيو 2021,fake,مستشفى
هذه الصور معدلة، وتعود لطفلة ولدت بدون أسنان كاملة في أمريكا وليس رومانيا,12 يونيو 2021,fake,انتخابات
هذه الصورة قديمة تعود لعام 2013 ويظهر فيها شاطئ في البرازيل وليس الصين,11 يونيو 2021,fake,رئيس
هذه الصورة تظهر تصميما لمشروع برجين في مدينة دبي الإماراتية وليس مسجدا في إندونيسيا,11 يونيو 2021,fake,كرة القدم
هذا مقطع قديم لاحتراق سيارة في محطة وقود في السعودية وليس في بغداد,11 يونيو 2021,fake,دواء
ادعاء زائف: سيموت جميع الذين تلقوا لقاح كورونا في غضون عامين,10 يونيو 2021,fake,كرة القدم
هذه الصورة لم يلتقطها الياباني ناكامورا بل الفوتوغرافي كورتيس والتعليق المتداول معها لا مصدر له,10 يونيو 2021,fake,مرض
هذه مشاهد إطلاق صاروخ تابع لوكالة ناسا وليست شمسا صناعية من صنع الصين,9 يونيو 2021,fake,ذكاء اصطناعي
هذا المقطع ليس حقيقي بل هو عمل فني ولا يعود إلى شروق الشمس في القطب الشمالي,9 يونيو 2021,fake,لعبة
هذه الصورة مفبركة وتعود الصورة الأصلية لغواص في القوات البحرية الهولندية,6 يونيو 2021,fake,رئيس
هذه الصورة قديمة وتعود لمظاهرات في مدينة الخرطوم السودانية عام 2019,6 يونيو 2021,fake,دواء
هذا الرجل ألماني وقصة قتله زوجته بسبب الخلاف حول لون سيارته مرسيدس دي 240 زائفة,3 يونيو 2021,fake,شبكة
هذا المقطع حقيقي ويظهر شاب أمريكي يركب طائرة درون اخترعها,2 يونيو 2021,real,رئيس
هذه الصورة قديمة وتعود إلى حادث سير في الفلبين وليس لمقاطعة شركة كوكاكولا في ماليزيا,2 يونيو 2021,fake,حكومة
هذه الخريطة لا تظهر تتبع نسر مدة عشرين عام، بل توضح مسار عشرين عقاب خلال عام واحد !,1 يونيو 2021,fake,تحديث
طائر العقاب المخادع ليس أكبر طائر على الأرض ولا يملك ريشًا سامًا ولا يخطف أطفال البشر,1 يونيو 2021,fake,بطولة
لم تقدم شركة غوغل استفتاء عن إضافة اسم فلسطين او إسرائيل على خرائطها,30 مايو 2021,fake,علاج
هذا المقطع المتداول قديم يعود لعام 2020 ولا علاقة له بالمظاهرات التي شهدتها بغداد مؤخرا,30 مايو 2021,fake,لعبة
هذه الصورة تصميم خيالي وليست مقهى حقيقي في اليونان,29 مايو 2021,fake,نفسي
هذه صور رجل مكسيكي اعتدت عليه امرأة ومجموعة من الرجال في أمريكا وليس ليبيا,29 مايو 2021,fake,سياسي
هذا المقطع المتداول تمثيليٌ لم يُصوّر في الهند بل في فنزويلا بغرض المزاح والدعابة,28 مايو 2021,fake,حكومة
فندق فلوريدا الذي على شكل جيتار ليس من تصميم زها حديد,28 مايو 2021,fake,قرار
هذا المقطع المتداول يعود تاريخه لعام ٢٠٢٠ وهو لحريق خط مواد بترولية على طريق الإسماعيلية في مصر,26 مايو 2021,fake,وباء
هذا المقطع قديم ويعود لعام 2020 لجنازة في قرية بطحة محافظة قنا المصرية والصوت فيه مفبرك,25 مايو 2021,fake,لعبة
لم يتم حذف رمز العلم الفلسطيني من قائمة لوحة مفاتيح أجهزة الأندويد,24 مايو 2021,fake,سياسي
هذه الصورة المتداولة قديمة وتعود لعام 2018 لقدم جندي في مشاة البحرية الأمريكية,23 مايو 2021,fake,كرة القدم
هذا المقطع المتداول يعود إلى أعمال شغب في مدينة تونس مؤخرًا وليس لشاب فلسطيني,23 مايو 2021,fake,مستشفى
مشاهد هذا المقطع غير حقيقية وتعود بالأصل إلى لعبة محاكاة الكترونية “Arma 3”,22 مايو 2021,fake,لعبة
هذا المقطع قديم ويعود لعام 2019 لنشر القوات التركية الجيش على الحدود السورية,21 مايو 2021,fake,لعبة
هذه الصورة لإضاءة برج الساعة في شارع الحبيب بورقيبة في تونس بعلم فلسطين مفبركة,21 مايو 2021,fake,رياضة
هذا المقطع المتداول قديم ويعود لمظاهرة عام 2014 في باريس,21 مايو 2021,fake,وباء
هذه الصورة المتداولة مفبركة ،وأهرام الجيزة لم تتم إضاءتها بعلم فلسطين,21 مايو 2021,fake,حكومة
هذه الصورة قديمة وتظهر أضواء طائرة بجانب نيزك في المكسيك وليس سقوط قمر صناعي في المغرب,21 مايو 2021,fake,كرة القدم
هذه الصورة مفبركة وتعود للاعب ميسي عام 2007 يدعم فيها عمه,20 مايو 2021,fake,قرار
هذه صور شاب من مصر وهو لم يمت وما زال على قيد الحياة,20 مايو 2021,fake,علاج
هذا تصميم خيالي ولا تعود الصورة إلى فندق في سنغافورة,20 مايو 2021,fake,مستشفى
هذه الصورة مفبركة وتظهر الصورة الأصلية دعم رونالدو لمدينة لوركا عام 2011,19 مايو 2021,fake,رئيس
صورة الممثلة العالمية كريستين ستيوارت بالوشاح الفلسطيني مفبركة,19 مايو 2021,fake,رياضة
هذه الصور قديمة وتعود إلى العراق ولم يعثر على الذهب بعد انحسار نهري دجلة والفرات,18 مايو 2021,fake,جهاز
هذا المقطع تاريخ يعود لعام 2017 والشخص الموجود في المقطع ليس رئيس السنغال,18 مايو 2021,fake,رئيس
هذا المقطع يعود لعملية إطلاق نار في كولومبيا وليس له علاقة بمدينة اللد,18 مايو 2021,fake,سياسي
هذا المقطع قديم يعود لعام 2019 ولا علاقة له بجائحة كورونا أو تخلص الهنود من عبادة أصنامهم,18 مايو 2021,fake,سياسي
هذا المقطع قديم ومنشور منذ ثلاثة أشهر على الأقل في جنوب سيناء ، والصوت تم تركيبه على المقطع,17 مايو 2021,fake,قرار
هذه الصورة المتداولة مفبركة، والصورة الأصلية تحوي شعار شريك اللاعب ليونيل ميسي,17 مايو 2021,fake,برلمان
هذا المقطع المتداول ،منشور منذ مارس ٢٠٢٠ لجنازة وهمية ساخرة في الأردن,17 مايو 2021,fake,تنس
فيديو إعلان وزير الطاقة السوداني قطع إثيوبيا إمداد الكهرباء عن السودان مفبرك,15 مايو 2021,fake,قانون
هذه صورة معالجة ومعدلة للقمر وليست حقيقية ولم تصدر عن وكالة ناسا,15 مايو 2021,fake,قانون
هذا المقطع قديم ويعود إلى عمليات تدريبية في الصين وليس لتفجير مصنع كيماويات في نير عوز,15 مايو 2021,fake,كرة القدم
هذا المقطع قديم ويعود تاريخه لعام 2011 في قرية مجدل شمس شمال هضبة الجولان,15 مايو 2021,fake,مستشفى
هذا المقطع قديم ويعود إلى مطاردة سريعة في أمريكا وليس في اللد,14 مايو 2021,fake,مستشفى
هذه الصورة قديمة ونفى محافظ شمال سيناء خبر استقبال الجرحى الفلسطينيين,13 مايو 2021,fake,قرار
هذه الصور تعود لمشروع النهر الصناعي العظيم في ليبيا ولا علاقة لها بصحراء سيناء المصرية,13 مايو 2021,fake,نفسي
هذه الصورة تعود إلى مواجهات قديمة في لبنان وليست في تونس,12 مايو 2021,fake,نفسي
يعود هذا المقطع إلى عملية إنقاذ عبر طائرة مروحية في أمريكا وليس في مصر,11 مايو 2021,fake,دواء
هذا المقطع يظهر سقوط صاروخ روسي عام 2013 ولا علاقة له بالصاروخ الصيني,10 مايو 2021,fake,حكومة
هذا المقطع يظهر رجوع معززات الدفع لصاروخ ناسا وليس سقوط الصاروخ الصيني في البحر الاسود,10 مايو 2021,fake,مستشفى
هذه الصورة عمل فني ولا تعود إلى لحظة سقوط الصاروخ الصيني,10 مايو 2021,fake,مستشفى
هذا الفيديو يبين مشاهد قديمة لأحداث تعود إلى سوريا وبغداد ولا علاقة له بالصاروخ الصيني,9 مايو 2021,fake,حكومة
هذا المقطع قديم صُوّر في اليمن عام 2015 ، ولا علاقة له بالمغرب أو سقوط الصاروخ الصيني الشارد,9 مايو 2021,fake,إنترنت
هذا المقطع قديم يعود لعام 2019 ، ولا علاقة له بسقوط الصاروخ الصيني الخارج عن السيطرة,8 مايو 2021,fake,صحي
هذا الفيديو قديم يصوّر ظهور نيزك في سماء العراق ولا علاقة له بالصاروخ الصيني,8 مايو 2021,fake,صحي
بعض هذه الصور قديمة وتعود لاحتفالات سابقة في الهند لا علاقة لها بوباء كورونا,8 مايو 2021,fake,كرة القدم
هذا المقطع مجتزأ من عدة مشاهد وليس لسقوط الصاروخ الصيني,8 مايو 2021,fake,تنس
هذه الصور تعود لحريق في الهند وليس له علاقة بسقوط الصاروخ الصيني,7 مايو 2021,fake,نفسي
هذه الصور قديمة وتعود لأحداث مختلفة ليس لها علاقة بالصاروخ الصيني,7 مايو 2021,fake,فريق
هذا المقطع يعود لانفجار مركبة “SpaceX” الأمريكية وليس له علاقة بالصاروخ الصيني,6 مايو 2021,fake,علاج
هذه الصورة تعود إلى روسيا عام 1944 ولا علاقة لها بمصر,6 مايو 2021,fake,جهاز
مدينة أوشوايا لا تصوم 8 دقائق بل الصيام فيها يتجاوز الـ10 ساعات,5 مايو 2021,fake,ديمقراطية
لقاح فايزر آمن لا يغيّر الحمض النووي البشري ولا يسبب مشاكل عصبية مثل الزهايمر,5 مايو 2021,fake,انتخابات
هذه الصورة تعود لبقرة تبحث عن الطعام في مكب النفايات عام 2015 في الهند,3 مايو 2021,fake,نفسي
هذا المقطع قديم ويعود لأحداث شغب في مدينة العيون بعد فوز الجزائر بكأس إفريقيا,1 مايو 2021,fake,إنترنت
هذا الفيديو لا يعود إلى المباراة التي تعرض فيها الملاكم راشد صويصات للضربة القاضية,1 مايو 2021,fake,إنترنت
هذه الصورة في استراليا وليست لامراة سورية تستخدم ملابس ابناءها في الزراعة,1 مايو 2021,fake,رئيس
هذه الصورة قديمة والتقطت لنيزك في الهند وليس لها علاقة بسوريا,30 أبريل 2021,fake,نفسي
هذا المقطع يعود لبرنامج غناء اوكراني وطرد المتسابق بسبب صوته وليس لأنه عربي,30 أبريل 2021,fake,تنس
لم يصدر قرار بإيقاف عقود الزواج لمدة عام في مصر من الجهات الرسمية بل ونفت رئاسة مجلس الوزراء المصري الادعاء,30 أبريل 2021,fake,حكومة
منظمة الصحة العالمية لم تصرح بأن فيروس كورونا سينتهي في شهر ابريل سواء مع اللقاح أو بدونه,30 أبريل 2021,fake,دواء
هذا سيف يعود إلى حــاكم غرناطة محمد الثاني عشر,30 أبريل 2021,fake,دواء
ادّعاء زائف: كل عربي يتزوج روسية يحصل على الجنسية الروسية ومبلغ 28 ألف دولار,30 أبريل 2021,fake,بطولة
هذه الصورة تظهر شرطيين هولنديين قاما برعاية خمسة أطفال,30 أبريل 2021,fake,برلمان
فحص كورونا لفاكهة الكيوي إيجابي … زائف,29 أبريل 2021,fake,قانون
هذا المقطع معدّل تقنيّـاً فهو لا يظهر سمكة تخرج من الماء لمساعدة سمكة أخرى,29 أبريل 2021,fake,ذكاء اصطناعي
هذه الصورة مفبركة بهدف السخرية والطائرة لم تُصوّر في مطار معيتيقة الليبي,29 أبريل 2021,real,دواء
ادعاءات زائفة: الكمامات قاتلة ، وفيروس كورونا تم تصنيعه ، وعلاجه هو الهيدروكسي كلوروكوين,29 أبريل 2021,fake,قرار
لم يقوم مالك نادي بيراميدز بعرض النادي للبيع بسبب هبوط المستوى وهذه الحسابات غير حقيقية,29 أبريل 2021,fake,تنس
الباحثة المصرية إلهام فضالي تنفي خبر ترشيحها لجائزة نوبل في الفيزياء,28 أبريل 2021,fake,قرار
هذه الصورة تعود لأحداث شغب في غينيا عام 2015 وليس لها علاقة بإثيوبيا,28 أبريل 2021,fake,نفسي
الصقور لا تصل إلى سن السبعين ولا تتخذ هذه القرارات لإطالة حياتها,27 أبريل 2021,fake,انتخابات
هذه الصورة تعود لقطار سريع في الصين وليس لها علاقة بالصومال,27 أبريل 2021,fake,مستشفى
هذا المبنى ليس من تصميم العراقية زها حديد وإنما شركة هندسية في المكسيك,27 أبريل 2021,fake,تنس
هذه الصورة مفبركة ، ولا علاقة لها بمشروع هضبة الأهرام الأثرية في مصر,26 أبريل 2021,fake,انتخابات
الطائر في الصورة ليس حقيقي والمعلومات الواردة ليست لأصغر طائر في العالم,26 أبريل 2021,fake,تنس
فحص PCR يُستخدم في تشخيص كورونا ولا تصل نسبة الخطأ فيه إلى 80%,26 أبريل 2021,fake,مدرب
هذا المقطع مفبرك ولا يظهر شاب اندونيسي يرفع الاذان في برنامج المواهب,25 أبريل 2021,fake,مستشفى
هذا المقطع يظهر امرأة فقدت وعيها ولم تتوف بمجرد الحكم عليها بالسجن المؤبد,24 أبريل 2021,fake,صحة
هذه صورة مطعم وليست صورة جمعية ولا وجود لجمعية باسم “الفاشلون المتحدون”,24 أبريل 2021,fake,جهاز
مسابقة زائفة ولا تقوم شركة الإسناد العقاري على تقديم جوائز ومسابقات,24 أبريل 2021,fake,تقنية
فيديو سقوط المطعم المعلق في البحرين مفبرك ولا علاقة له بالبحرين,23 أبريل 2021,fake,علاج
هذه الصورة لتصادم قطارين في تونس وليس لها علاقة بانقلاب قطار في مصر,21 أبريل 2021,fake,نفسي
هذه قنبلة روسية شديدة الانفجار وليست قنبلة مصرية,20 أبريل 2021,fake,لعبة
رسالة رفض جامعة بيرن السويسرية لطلب ألبرت اينشتاين مفبركة ولا أساس لها من الصحة,20 أبريل 2021,fake,فريق
فيديو زائف يدّعي بأن لقاح الانفلونزا غير مجدٍ وأن لقاح كورونا يسبّب السرطان ويجب الابتعاد عنه,19 أبريل 2021,fake,قرار
هذا المقطع يعود لتدريب مشترك في الصين وليس انفجار حقيقي في محطة نطنز الإيرانية,17 أبريل 2021,fake,دواء
هذا جسر موجود في البرتغال وليس في الجزائر,17 أبريل 2021,fake,مستشفى
سارس-كوف-2 فيروس لم يتم تصنيعه ولا تتسبّب لقاحاته في تغيير الشيفرة الوراثية,17 أبريل 2021,fake,دواء
هذه الصورة تعود لمومياء تدعى ” طفل ديتمولد ” اكتشفت في بيرو ولا علاقة لها بليبيا,17 أبريل 2021,fake,سياسة
المظلي في الصورة قفز من تمثال المسيح نفسه وليس من طائرة,15 أبريل 2021,fake,رئيس
هذه الصورة تعود لتصميم فني وغير حقيقية وليست للطائرة الشبح التركية,15 أبريل 2021,fake,رئيس
روسيا ليست أول دولة تشرّح جثث كوفيد-19 ولم يكشف تشريح الجثث عن عدم وجود فيروس,13 أبريل 2021,fake,انتخابات
هذه الصور للملكة اليزابيث وهي تبكي قديمة ولا علاقة لها بوفاة الأمير فيليب,13 أبريل 2021,fake,جهاز
هذا التمثال يعود إلى كليوباترا ولا وجود لطبيبة فرعونية اسمها ميريت بتاح,12 أبريل 2021,fake,تقنية
هذا الفيديو صُور في بنغلاديش ولا علاقة له بقناة السويس في مصر,12 أبريل 2021,fake,نفسي
هذه الصورة تعود إلى بجعة تم انقاذها في أمريكا وليس القبض عليها بتهمة الازعاج,11 أبريل 2021,real,رئيس
هذه الصورة تعود لحريق اندلع في فندق بمحافظة صعدة اليمنية وليس الإسكندرية,10 أبريل 2021,fake,رياضة
الطفل مهند القدسي المصاب بالفشل الكلوي بخير ولم يتوفى على الهواء مباشرة,9 أبريل 2021,fake,انتخابات
هذه الصورة قديمة لحريق في الصين وليست لمصنع نفرتيتي في مصر,9 أبريل 2021,fake,كرة القدم
الكتلة الهوائية المُحمّلة بغاز ثاني أكسيد الكبريت لن يكون لها تأثير خطير على الشرق الأوسط,9 أبريل 2021,fake,شبكة
صورة القطار هذه تعود إلى خمسينات القرن الماضي في أمريكا ولا تعود إلى قطار مصري,7 أبريل 2021,fake,مستشفى
المدرب الألماني لم يُصرح أن منتخب الجزائر يُصنّف ضمن أقوى خمسة منتخبات في العالم,6 أبريل 2021,fake,حكومة
هذا المقطع يعود لتصوير مشاهد من أغنية روسية وليس لجثث كورونا,6 أبريل 2021,fake,فريق
هذا المقطع ليس حقيقي ولا يعود إلى القمر بل هو عمل فني يظهر فيه المريخ,5 أبريل 2021,fake,مرض
هذه الصورة التقطت لمبنى في سياتل أمريكا وليس لها علاقة باليابان,4 أبريل 2021,fake,سياسي
هذا ليس بركانًا يثور قاذفًا الزهور بل هو إعلان تجاري تمثيلي لشركة Sony,4 أبريل 2021,fake,صحة
هذا المقطع يعود لتدريبات عسكرية للجيش الصربي وليس له علاقة بالمغرب,3 أبريل 2021,fake,لعبة
هذه الصور لطائر يهرب المخدرات في الكويت وليس له علاقة بمصر,1 أبريل 2021,fake,نفسي
لم تطلق شركة Apple هاتف iPhone 13 بعد وهذه تصاميم مُتوقعة ولا علاقة لها بالشركة,31 مارس 2021,fake,سياسي
هذا الفيديو قديم ولا علاقة له بحادثة السفينة الجانحة في قناة السويس,30 مارس 2021,fake,نفسي
هذه الصور تعود لاماكن مختلفة وليس لها علاقة بحريق حديث في مطار القاهرة,30 مارس 2021,fake,كرة القدم
بعض صور هذا المنطاد تعود إلى الأردن وبعضها إلى دبي وليس إلى الجزائر,29 مارس 2021,fake,مستشفى
هذا المقطع يظهر حادث سير على الطريق السريع في البرازيل وليس البصرة العراقية,29 مارس 2021,fake,رئيس
هذه الصورة ليست للسفينة نينه خاتون التركية بل تصميم فني,29 مارس 2021,fake,لعبة
الكابتن مروة السلحدار ليست هي قبطان السفينة الجانحة في قناة السويس,28 مارس 2021,fake,تكنولوجيا
هذه الصورة لسمكة المجداف قديمة ولا يوجد دليل علمي لعلاقتها بالكوارث أو الزلازل,28 مارس 2021,fake,تصويت
فيديو زائف ينصح بعدم تلقّي لقاح كورونا ويدّعي بأنه يصنع من بقايا أجنة مجهضة,27 مارس 2021,fake,علاج
لم تُسجل أعراض جانبية خطيرة إلا لحالة واحدة من 81 شخصا الذين ظهرت عليهم أعراض جانبية وتلقوا لقاح سبوتنيك بتونس,27 مارس 2021,fake,انتخابات
فيروس كورونا حقيقي ولقاح كورونا آمن وليس مؤامرة للتخلص من أكثر من نصف البشرية,27 مارس 2021,fake,فريق
لا يمكن علاج مرض السرطان بالامتناع عن تناول السكر أو بشرب الليمون,27 مارس 2021,fake,علاج
قولة ابن خلدون المنقوشة على تمثاله في مدينة تونس صحيحةٌ ولا تتضمن خطأ لغويا,27 مارس 2021,fake,سياسي
هذه الصورة لكاسحة ألغام أمريكية وليس لها علاقة بمصر,26 مارس 2021,fake,علاج
هذه صورة سيارة اقتحمت بيت عزاء عن طريق الخطأ في الكويت وليست امرأة اقتحمت حفل عقد قران,26 مارس 2021,fake,سياسة
هذه صورة جسر للمشاة صممته شركة هندسة معمارية في الصين وليست المهندسة زها حديد,25 مارس 2021,fake,كرة القدم
هذه الصورة تعود لرائدة الفضاء الروسية “ايلينا سيروفا” وليست تونسية,24 مارس 2021,fake,رياضة
هذه صورة غواصة هندية غير نووية تدعى “كرانج” ولم تتعرض لحادث غرق أثناء انطلاقها,24 مارس 2021,fake,تقنية
هذا المقطع يظهر حريق حافلة لطلاب في إيران وليس له علاقة بالعراق أو البحرين,24 مارس 2021,fake,نفسي
خبر وفاة حارس مرمى سلافيا براغ غير صحيح وهو على قيد الحياة,23 مارس 2021,fake,فريق
هذه عملة ورقية تذكارية وليست حقيقية وغير صالحة للتداول,23 مارس 2021,fake,بطولة
هذا المقطع قديم ويعود لعام 2011 وليس لمظاهرة حديثة في سوريا,23 مارس 2021,fake,مستشفى
فيديو زائف يدعي بأن لقاح كورونا غير آمن ويغير الشفرة الوراثية ويسبب العقم والسرطان,22 مارس 2021,fake,قرار
هذا المقطع يعود لسقوط طلاب في جامعة بوليفيا وليس له علاقة بسوريا أو لبنان,21 مارس 2021,fake,نفسي
هذه الصورة مفبركة ومدينة البندقية الإيطالية ليست بهذا الشكل,21 مارس 2021,fake,لعبة
هذه صورة برج قديم في إيطاليا وليس مكانًا للحصول على المال,21 مارس 2021,fake,رياضة
لا وجود لمركز أبحاث الشمال في السودان والادعاء المنسوب إليه حول كورونا زائف,21 مارس 2021,fake,دواء
هذه الصورة تعود إلى محطة الطاقة الشمسية المركزة نور في المغرب وليس في أسوان,20 مارس 2021,fake,كرة القدم
هذه الفتاة ناشطة في حملة لتوزيع المصحف في ألمانيا ولم تطبعه على نفقتها الخاصة,19 مارس 2021,fake,دواء
هذه العملة غير حقيقية ولم يصدر مصرف لبنان ورقة مليون ليرة,17 مارس 2021,fake,دواء
انطلاق حملة التطعيم ضد فيروس كوفيد-19 في السودان,15 مارس 2021,real,دواء
هذه الصورة من أمريكا وليس لها علاقة بمستشفى السلط الأردني,15 مارس 2021,fake,سياسي
هذا الفيديو يحتوي على ادعاءات زائفة بأن اللقاحات غير آمنة وبأنه يسبب متلازمة جيلان باريه,15 مارس 2021,fake,دواء
هذه صورة لفندق في السعودية وليست صورة مسجد,14 مارس 2021,fake,رياضة
هذا المقطع يظهر لعبة محاكاة الطيران القتالي وليس لاسقاط طائرات مسيرة,12 مارس 2021,fake,لعبة
خبر سرقة كرسي بابا الفاتيكان من العراق غير صحيح وعار من الصحة,12 مارس 2021,fake,فريق
عقوبة استخدام الضوء العالي قديمة وطُبّقت تجريبيًا في الصين وليس اليابان,12 مارس 2021,fake,برمجة
بعض هذه الصور تعود إلى زلازل قديمة في نيوزيلندا وليست حديثة,12 مارس 2021,fake,كرة القدم
هذه الصورة تعود إلى شعيب بقر في السعودية وليس عين صالح في الجزائر,10 مارس 2021,fake,كرة القدم
